AA;MM;DD;HH;NM;MM;MA;Procedencia
2024;10;2;0;290.6;4.6;286;1
2024;10;2;1;368.5;4.2;364.3;1
2024;10;2;2;427.5;4.6;422.9;1
2024;10;2;3;451;4.5;446.5;1
2024;10;2;4;436;4.1;431.9;1
2024;10;2;5;387.1;3.7;383.4;1
2024;10;2;6;313;3.3;309.7;1
2024;10;2;7;232.1;3.6;228.5;1
2024;10;2;8;169.8;5.1;164.7;1
2024;10;2;9;145.3;6.9;138.4;1
2024;10;2;10;162.6;7.5;155.1;1
2024;10;2;11;215.3;7.7;207.6;1
2024;10;2;12;291.4;8.2;283.2;1
2024;10;2;13;373.5;9.2;364.3;1
2024;10;2;14;439.2;9.9;429.3;1
2024;10;2;15;470.2;9.2;461;1
2024;10;2;16;461.3;7.5;453.8;1
2024;10;2;17;416.9;6.4;410.5;1
2024;10;2;18;344.4;6.1;338.3;1
2024;10;2;19;257.3;5.1;252.2;1
2024;10;2;20;179.5;3.4;176.1;1
2024;10;2;21;135.4;1.6;133.8;1
2024;10;2;22;136.9;1.2;135.7;1
2024;10;2;23;179.8;1.7;178.1;1
2024;10;3;0;250.4;0.8;249.6;1
2024;10;3;1;333.1;-0.1;333.2;1
2024;10;3;2;406.4;0.1;406.3;1
2024;10;3;3;448.8;0.4;448.4;1
2024;10;3;4;451.6;1.2;450.4;1
2024;10;3;5;415.7;0.9;414.8;1
2024;10;3;6;350.2;1.3;348.9;1
2024;10;3;7;267.7;1.7;266;1
2024;10;3;8;189;0.7;188.3;1
2024;10;3;9;141.6;1;140.6;1
2024;10;3;10;137.7;1.1;136.6;1
2024;10;3;11;174.1;-0.3;174.4;1
2024;10;3;12;242.8;0;242.8;1
2024;10;3;13;326.2;0.1;326.1;1
2024;10;3;14;402.7;-0.7;403.4;1
2024;10;3;15;452.3;-1;453.3;1
2024;10;3;16;462.5;-1.5;464;1
2024;10;3;17;434.2;-1.6;435.8;1
2024;10;3;18;374.5;-0.6;375.1;1
2024;10;3;19;292.9;0.2;292.7;1
2024;10;3;20;208.2;-0.3;208.5;1
2024;10;3;21;148.1;-0.1;148.2;1
2024;10;3;22;129.6;-0.1;129.7;1
2024;10;3;23;154.1;-1.2;155.3;1
2024;10;4;0;215.5;-0.7;216.2;1
2024;10;4;1;297.5;-0.1;297.6;1
2024;10;4;2;377.7;-1.5;379.2;1
2024;10;4;3;435.9;-1.9;437.8;1
2024;10;4;4;456;-2;458;1
2024;10;4;5;435.4;-2.6;438;1
2024;10;4;6;381.5;-2.6;384.1;1
2024;10;4;7;304;-2.7;306.7;1
2024;10;4;8;219.9;-3.4;223.3;1
2024;10;4;9;155.2;-3.6;158.8;1
2024;10;4;10;129.4;-4;133.4;1
2024;10;4;11;146.9;-5.3;152.2;1
2024;10;4;12;202.7;-4.9;207.6;1
2024;10;4;13;282.4;-3.4;285.8;1
2024;10;4;14;365.2;-3;368.2;1
2024;10;4;15;429.5;-3;432.5;1
2024;10;4;16;458.7;-2.7;461.4;1
2024;10;4;17;447.9;-2.5;450.4;1
2024;10;4;18;402.4;-1.8;404.2;1
2024;10;4;19;330;-1.6;331.6;1
2024;10;4;20;245.1;-2.3;247.4;1
2024;10;4;21;173.6;-1.7;175.3;1
2024;10;4;22;136.7;-1;137.7;1
2024;10;4;23;142.1;-2.1;144.2;1
2024;10;5;0;187.1;-2.8;189.9;1
2024;10;5;1;260.1;-2.5;262.6;1
2024;10;5;2;342.5;-2.6;345.1;1
2024;10;5;3;412.8;-2.4;415.2;1
2024;10;5;4;451.3;-1.8;453.1;1
2024;10;5;5;450.3;-0.6;450.9;1
2024;10;5;6;412.9;0.8;412.1;1
2024;10;5;7;347.2;1.6;345.6;1
2024;10;5;8;266.2;1.7;264.5;1
2024;10;5;9;192.4;2.3;190.1;1
2024;10;5;10;148.8;3;145.8;1
2024;10;5;11;146.8;3;143.8;1
2024;10;5;12;185.3;3.5;181.8;1
2024;10;5;13;252.8;4.3;248.5;1
2024;10;5;14;333;4.7;328.3;1
2024;10;5;15;405.2;4.5;400.7;1
2024;10;5;16;448.9;3.2;445.7;1
2024;10;5;17;456.3;3.6;452.7;1
2024;10;5;18;427.6;4.3;423.3;1
2024;10;5;19;368.3;3.5;364.8;1
2024;10;5;20;290.5;2.5;288;1
2024;10;5;21;215.4;3.8;211.6;1
2024;10;5;22;164.1;5;159.1;1
2024;10;5;23;149.4;3.1;146.3;1
2024;10;6;0;175.4;1.5;173.9;1
2024;10;6;1;234.9;2.2;232.7;1
2024;10;6;2;312.9;4.2;308.7;1
2024;10;6;3;388.6;5.6;383;1
2024;10;6;4;441;6;435;1
2024;10;6;5;458.4;7.5;450.9;1
2024;10;6;6;437.3;7.4;429.9;1
2024;10;6;7;384.1;5.6;378.5;1
2024;10;6;8;311.1;4.3;306.8;1
2024;10;6;9;235.5;4.8;230.7;1
2024;10;6;10;177.5;4.9;172.6;1
2024;10;6;11;155.2;4.8;150.4;1
2024;10;6;12;173.7;5.2;168.5;1
2024;10;6;13;224.9;6;218.9;1
2024;10;6;14;296.7;7.7;289;1
2024;10;6;15;370.1;8.4;361.7;1
2024;10;6;16;424.3;6.7;417.6;1
2024;10;6;17;448.1;6.5;441.6;1
2024;10;6;18;438.5;8.2;430.3;1
2024;10;6;19;397.8;9;388.8;1
2024;10;6;20;332.9;7.5;325.4;1
2024;10;6;21;260.3;7.1;253.2;1
2024;10;6;22;201.6;9.4;192.2;1
2024;10;6;23;171.7;9.6;162.1;1
2024;10;7;0;178.1;7.7;170.4;1
2024;10;7;1;218.9;7.1;211.8;1
2024;10;7;2;283;7.9;275.1;1
2024;10;7;3;355.2;9.5;345.7;1
2024;10;7;4;415.5;10.4;405.1;1
2024;10;7;5;446.4;9.5;436.9;1
2024;10;7;6;444.3;9.8;434.5;1
2024;10;7;7;413.7;12.5;401.2;1
2024;10;7;8;358.7;14.3;344.4;1
2024;10;7;9;290;14.7;275.3;1
2024;10;7;10;226.8;15.5;211.3;1
2024;10;7;11;188.2;16;172.2;1
2024;10;7;12;185.1;15.8;169.3;1
2024;10;7;13;216.2;15.9;200.3;1
2024;10;7;14;272.2;17;255.2;1
2024;10;7;15;336.9;16.3;320.6;1
2024;10;7;16;394.3;14.4;379.9;1
2024;10;7;17;430.8;13.8;417;1
2024;10;7;18;437.2;13.7;423.5;1
2024;10;7;19;413.9;13.3;400.6;1
2024;10;7;20;366.7;12.1;354.6;1
2024;10;7;21;304.4;10.2;294.2;1
2024;10;7;22;244.6;11.1;233.5;1
2024;10;7;23;205.1;13.8;191.3;1
2024;10;8;0;192.8;12.1;180.7;1
2024;10;8;1;211.7;9.1;202.6;1
2024;10;8;2;257.7;8.6;249.1;1
2024;10;8;3;317.4;8.7;308.7;1
2024;10;8;4;377.3;9.9;367.4;1
2024;10;8;5;419.1;9.6;409.5;1
2024;10;8;6;433.1;8.7;424.4;1
2024;10;8;7;420.3;9.8;410.5;1
2024;10;8;8;383.3;10.8;372.5;1
2024;10;8;9;328;10.5;317.5;1
2024;10;8;10;267.2;9.9;257.3;1
2024;10;8;11;219.2;10.9;208.3;1
2024;10;8;12;196.2;10.3;185.9;1
2024;10;8;13;203.8;8.5;195.3;1
2024;10;8;14;239.7;8.7;231;1
2024;10;8;15;292.5;9.9;282.6;1
2024;10;8;16;348.3;11;337.3;1
2024;10;8;17;393.1;12.2;380.9;1
2024;10;8;18;415.3;13;402.3;1
2024;10;8;19;411.4;13.3;398.1;1
2024;10;8;20;386.8;15.3;371.5;1
2024;10;8;21;343.6;15.2;328.4;1
2024;10;8;22;290.4;13.2;277.2;1
2024;10;8;23;245.8;14.4;231.4;1
2024;10;9;0;221.5;16;205.5;1
2024;10;9;1;222.7;15.5;207.2;1
2024;10;9;2;249.1;15.3;233.8;1
2024;10;9;3;294.4;17.2;277.2;1
2024;10;9;4;346.9;19.7;327.2;1
2024;10;9;5;391.4;19.6;371.8;1
2024;10;9;6;416.7;17.2;399.5;1
2024;10;9;7;422.8;18.3;404.5;1
2024;10;9;8;409.9;22.8;387.1;1
2024;10;9;9;376.3;25;351.3;1
2024;10;9;10;327.9;24.2;303.7;1
2024;10;9;11;282.3;27.5;254.8;1
2024;10;9;12;250.9;32.2;218.7;1
2024;10;9;13;235.7;29.3;206.4;1
2024;10;9;14;245.6;26;219.6;1
2024;10;9;15;276.4;24.1;252.3;1
2024;10;9;16;316.9;21.9;295;1
2024;10;9;17;355.7;18.8;336.9;1
2024;10;9;18;383.4;15.8;367.6;1
2024;10;9;19;395.9;15.6;380.3;1
2024;10;9;20;390.3;16.5;373.8;1
2024;10;9;21;367.3;16.3;351;1
2024;10;9;22;330.6;14.4;316.2;1
2024;10;9;23;289.6;12.8;276.8;1
2024;10;10;0;255.7;12.1;243.6;1
2024;10;10;1;238.2;11.1;227.1;1
2024;10;10;2;241.5;9.6;231.9;1
2024;10;10;3;264;8.9;255.1;1
2024;10;10;4;299.4;9.5;289.9;1
2024;10;10;5;339;10.5;328.5;1
2024;10;10;6;372.2;10.2;362;1
2024;10;10;7;392.6;10.2;382.4;1
2024;10;10;8;396.5;10.6;385.9;1
2024;10;10;9;383.3;11.1;372.2;1
2024;10;10;10;354.4;10.8;343.6;1
2024;10;10;11;314.4;9.3;305.1;1
2024;10;10;12;274.6;9.2;265.4;1
2024;10;10;13;245.5;9.6;235.9;1
2024;10;10;14;233.5;8.5;225;1
2024;10;10;15;240.6;6.6;234;1
2024;10;10;16;263.7;5.5;258.2;1
2024;10;10;17;295.4;5.1;290.3;1
2024;10;10;18;327.9;5.6;322.3;1
2024;10;10;19;352.6;5.4;347.2;1
2024;10;10;20;364.7;4.9;359.8;1
2024;10;10;21;364.5;5.8;358.7;1
2024;10;10;22;350.6;5.9;344.7;1
2024;10;10;23;325.8;5.5;320.3;1
2024;10;11;0;296.9;6.7;290.2;1
2024;10;11;1;270.1;7.3;262.8;1
2024;10;11;2;253.7;7.2;246.5;1
2024;10;11;3;253.6;7.6;246;1
2024;10;11;4;267.8;7.6;260.2;1
2024;10;11;5;292.3;7.2;285.1;1
2024;10;11;6;323.4;7.8;315.6;1
2024;10;11;7;352.8;7.8;345;1
2024;10;11;8;374;7;367;1
2024;10;11;9;383.9;7.2;376.7;1
2024;10;11;10;379.9;8.4;371.5;1
2024;10;11;11;359.8;8.2;351.6;1
2024;10;11;12;328.4;8.7;319.7;1
2024;10;11;13;293.3;10.5;282.8;1
2024;10;11;14;263.3;12.1;251.2;1
2024;10;11;15;246;12.7;233.3;1
2024;10;11;16;245.1;12.6;232.5;1
2024;10;11;17;259;12.3;246.7;1
2024;10;11;18;283.8;12.7;271.1;1
2024;10;11;19;313.2;12.8;300.4;1
2024;10;11;20;339.8;11.6;328.2;1
2024;10;11;21;361.2;12.4;348.8;1
2024;10;11;22;371.2;12.7;358.5;1
2024;10;11;23;367;12.1;354.9;1
2024;10;12;0;350.1;12.2;337.9;1
2024;10;12;1;321;10.6;310.4;1
2024;10;12;2;289.7;10;279.7;1
2024;10;12;3;266.5;11.4;255.1;1
2024;10;12;4;253.9;10.4;243.5;1
2024;10;12;5;256.3;9;247.3;1
2024;10;12;6;275;9.3;265.7;1
2024;10;12;7;305.5;10.3;295.2;1
2024;10;12;8;339.7;10;329.7;1
2024;10;12;9;370.1;8.9;361.2;1
2024;10;12;10;389.9;7.7;382.2;1
2024;10;12;11;394;7.1;386.9;1
2024;10;12;12;379.8;6.9;372.9;1
2024;10;12;13;348.3;7;341.3;1
2024;10;12;14;305.9;7.1;298.8;1
2024;10;12;15;264.1;7.5;256.6;1
2024;10;12;16;233.2;7.2;226;1
2024;10;12;17;219.3;5.7;213.6;1
2024;10;12;18;224.1;3.5;220.6;1
2024;10;12;19;247.2;2.7;244.5;1
2024;10;12;20;282.4;2.6;279.8;1
2024;10;12;21;321.5;2.7;318.8;1
2024;10;12;22;356.2;3.2;353;1
2024;10;12;23;378.2;3.3;374.9;1
2024;10;13;0;381.2;2.4;378.8;1
2024;10;13;1;363.5;1;362.5;1
2024;10;13;2;329.4;0.6;328.8;1
2024;10;13;3;289.4;3.1;286.3;1
2024;10;13;4;252.9;5.5;247.4;1
2024;10;13;5;228.4;5.4;223;1
2024;10;13;6;225.1;5.4;219.7;1
2024;10;13;7;245;6.3;238.7;1
2024;10;13;8;282.2;6.2;276;1
2024;10;13;9;328.9;5.5;323.4;1
2024;10;13;10;374.8;5;369.8;1
2024;10;13;11;408.9;5.3;403.6;1
2024;10;13;12;422.9;7.3;415.6;1
2024;10;13;13;410.3;9;401.3;1
2024;10;13;14;371.6;9.7;361.9;1
2024;10;13;15;316.6;10.8;305.8;1
2024;10;13;16;259.3;12;247.3;1
2024;10;13;17;214.1;12.2;201.9;1
2024;10;13;18;192.3;11.5;180.8;1
2024;10;13;19;197.4;9.8;187.6;1
2024;10;13;20;227.8;8.4;219.4;1
2024;10;13;21;276.9;8.3;268.6;1
2024;10;13;22;332.9;8.7;324.2;1
2024;10;13;23;382.3;8.7;373.6;1
2024;10;14;0;412.7;8;404.7;1
2024;10;14;1;416.6;7.2;409.4;1
2024;10;14;2;392.2;6.7;385.5;1
2024;10;14;3;343.6;6;337.6;1
2024;10;14;4;283.3;5.6;277.7;1
2024;10;14;5;229;6.5;222.5;1
2024;10;14;6;194.6;6.3;188.3;1
2024;10;14;7;190.5;5.7;184.8;1
2024;10;14;8;218.9;6.1;212.8;1
2024;10;14;9;271.4;6;265.4;1
2024;10;14;10;336.1;5.5;330.6;1
2024;10;14;11;398.6;5.4;393.2;1
2024;10;14;12;442.6;5.4;437.2;1
2024;10;14;13;456.7;6.3;450.4;1
2024;10;14;14;436.1;7.9;428.2;1
2024;10;14;15;383.1;9;374.1;1
2024;10;14;16;309.1;9.8;299.3;1
2024;10;14;17;232.9;10.1;222.8;1
2024;10;14;18;175.6;10.1;165.5;1
2024;10;14;19;152.2;9.8;142.4;1
2024;10;14;20;166.9;9.7;157.2;1
2024;10;14;21;213.4;9.1;204.3;1
2024;10;14;22;280.1;8;272.1;1
2024;10;14;23;353.7;8.1;345.6;1
2024;10;15;0;415.4;8.5;406.9;1
2024;10;15;1;449;8.6;440.4;1
2024;10;15;2;446.3;8.6;437.7;1
2024;10;15;3;408.3;9.3;399;1
2024;10;15;4;342.3;10.1;332.2;1
2024;10;15;5;264.1;10.9;253.2;1
2024;10;15;6;197.1;12.5;184.6;1
2024;10;15;7;161.2;13.8;147.4;1
2024;10;15;8;165.7;13.7;152;1
2024;10;15;9;208.7;13;195.7;1
2024;10;15;10;280.3;12.8;267.5;1
2024;10;15;11;364.3;12.9;351.4;1
2024;10;15;12;440.5;13.2;427.3;1
2024;10;15;13;489.8;14.7;475.1;1
2024;10;15;14;497.6;15.6;482;1
2024;10;15;15;461.2;15.4;445.8;1
2024;10;15;16;388.1;15.1;373;1
2024;10;15;17;292.3;13.5;278.8;1
2024;10;15;18;200.1;12.7;187.4;1
2024;10;15;19;138.5;13.2;125.3;1
2024;10;15;20;123.2;14.4;108.8;1
2024;10;15;21;154.2;15.6;138.6;1
2024;10;15;22;220.7;16;204.7;1
2024;10;15;23;307.7;16.1;291.6;1
2024;10;16;0;394.6;15.5;379.1;1
2024;10;16;1;459.8;14.7;445.1;1
2024;10;16;2;487.5;15;472.5;1
2024;10;16;3;472.7;16.9;455.8;1
2024;10;16;4;417.4;18.8;398.6;1
2024;10;16;5;331.4;19.3;312.1;1
2024;10;16;6;236.4;19.3;217.1;1
2024;10;16;7;161.4;19.3;142.1;1
2024;10;16;8;129.8;19.3;110.5;1
2024;10;16;9;147.9;18.3;129.6;1
2024;10;16;10;208.2;16.2;192;1
2024;10;16;11;297.6;15;282.6;1
2024;10;16;12;395.6;14.3;381.3;1
2024;10;16;13;477.9;14.2;463.7;1
2024;10;16;14;522;14.6;507.4;1
2024;10;16;15;515.6;13.6;502;1
2024;10;16;16;461.1;12.1;449;1
2024;10;16;17;369.4;11.6;357.8;1
2024;10;16;18;258.9;11;247.9;1
2024;10;16;19;160.1;10.7;149.4;1
2024;10;16;20;103;11.1;91.9;1
2024;10;16;21;102.8;13.4;89.4;1
2024;10;16;22;151.2;13.6;137.6;1
2024;10;16;23;233.5;11.4;222.1;1
2024;10;17;0;333.6;10.1;323.5;1
2024;10;17;1;428.1;10.9;417.2;1
2024;10;17;2;490.6;11.9;478.7;1
2024;10;17;3;504.9;11.9;493;1
2024;10;17;4;471.1;12.1;459;1
2024;10;17;5;396;12.3;383.7;1
2024;10;17;6;292.3;11.2;281.1;1
2024;10;17;7;187.7;10.3;177.4;1
2024;10;17;8;115.6;10.4;105.2;1
2024;10;17;9;95.7;9.4;86.3;1
2024;10;17;10;131.1;8.4;122.7;1
2024;10;17;11;210.6;8.3;202.3;1
2024;10;17;12;315.5;8.5;307;1
2024;10;17;13;422.4;9.4;413;1
2024;10;17;14;503.2;10.4;492.8;1
2024;10;17;15;536.3;10.9;525.4;1
2024;10;17;16;514.9;10;504.9;1
2024;10;17;17;445.7;9.5;436.2;1
2024;10;17;18;340.3;9.1;331.2;1
2024;10;17;19;219.9;6.1;213.8;1
2024;10;17;20;123;4.6;118.4;1
2024;10;17;21;80.4;6.2;74.2;1
2024;10;17;22;96.6;6.9;89.7;1
2024;10;17;23;162.5;7.4;155.1;1
2024;10;18;0;258.7;5.8;252.9;1
2024;10;18;1;363.9;3.3;360.6;1
2024;10;18;2;454.8;4.1;450.7;1
2024;10;18;3;505.6;6.2;499.4;1
2024;10;18;4;503.7;-9999.9;497.3;1
2024;10;18;5;453.8;-9999.9;447.2;1
2024;10;18;6;364.5;-9999.9;357.9;1
2024;10;18;7;253;-9999.9;246.6;1
2024;10;18;8;149.8;-9999.9;143.9;1
2024;10;18;9;88.1;-9999.9;82.9;1
2024;10;18;10;84.7;-9999.9;80.3;1
2024;10;18;11;135.9;-9999.9;132.2;1
2024;10;18;12;226.8;-9999.9;223.6;1
2024;10;18;13;337.2;2.9;334.3;1
2024;10;18;14;442;4.2;437.8;1
2024;10;18;15;512.8;6.4;506.4;1
2024;10;18;16;532.3;8.1;524.2;1
2024;10;18;17;497.1;7.2;489.9;1
2024;10;18;18;416.2;6;410.2;1
2024;10;18;19;305.3;6.1;299.2;1
2024;10;18;20;190.3;5.6;184.7;1
2024;10;18;21;108.3;5.8;102.5;1
2024;10;18;22;84;7;77;1
2024;10;18;23;116.7;7;109.7;1
2024;10;19;0;194;6.9;187.1;1
2024;10;19;1;295.9;5.8;290.1;1
2024;10;19;2;398.7;4.7;394;1
2024;10;19;3;477.4;6.1;471.3;1
2024;10;19;4;512.2;9.1;503.1;1
2024;10;19;5;496.7;11.1;485.6;1
2024;10;19;6;435.9;12;423.9;1
2024;10;19;7;339.9;12.3;327.6;1
2024;10;19;8;227.7;10.6;217.1;1
2024;10;19;9;131.5;6.6;124.9;1
2024;10;19;10;85;4.8;80.2;1
2024;10;19;11;97.9;5;92.9;1
2024;10;19;12;160.6;5.7;154.9;1
2024;10;19;13;255.8;5.7;250.1;1
2024;10;19;14;362.3;5.3;357;1
2024;10;19;15;455;6.6;448.4;1
2024;10;19;16;508.6;7.8;500.8;1
2024;10;19;17;512.5;8.3;504.2;1
2024;10;19;18;469.4;9;460.4;1
2024;10;19;19;387.6;10.9;376.7;1
2024;10;19;20;280.6;11.4;269.2;1
2024;10;19;21;178.3;10.3;168;1
2024;10;19;22;114.4;8.8;105.6;1
2024;10;19;23;106.2;7.2;99;1
2024;10;20;0;151;6.9;144.1;1
2024;10;20;1;232.2;6.2;226;1
2024;10;20;2;329.4;4.6;324.8;1
2024;10;20;3;420.7;5;415.7;1
2024;10;20;4;482.5;7.6;474.9;1
2024;10;20;5;499.9;9.7;490.2;1
2024;10;20;6;472.7;10.9;461.8;1
2024;10;20;7;407;11.9;395.1;1
2024;10;20;8;312;11.4;300.6;1
2024;10;20;9;210.2;10;200.2;1
2024;10;20;10;132.6;7.9;124.7;1
2024;10;20;11;102.2;5.5;96.7;1
2024;10;20;12;124.8;4.8;120;1
2024;10;20;13;189.6;4.9;184.7;1
2024;10;20;14;279.3;4.4;274.9;1
2024;10;20;15;373;4.2;368.8;1
2024;10;20;16;446.5;4.4;442.1;1
2024;10;20;17;481.9;4.4;477.5;1
2024;10;20;18;475;4.7;470.3;1
2024;10;20;19;428.4;5.3;423.1;1
2024;10;20;20;348.7;5.4;343.3;1
2024;10;20;21;254.2;5.6;248.6;1
2024;10;20;22;174.4;6.9;167.5;1
2024;10;20;23;133.6;7.3;126.3;1
2024;10;21;0;141;6.7;134.3;1
2024;10;21;1;191;6.4;184.6;1
2024;10;21;2;268.7;6.1;262.6;1
2024;10;21;3;354.4;5.6;348.8;1
2024;10;21;4;427.1;5.9;421.2;1
2024;10;21;5;468.9;6.7;462.2;1
2024;10;21;6;472.4;7.1;465.3;1
2024;10;21;7;440.4;8.1;432.3;1
2024;10;21;8;377.5;9.5;368;1
2024;10;21;9;293.5;10.3;283.2;1
2024;10;21;10;208.5;9.1;199.4;1
2024;10;21;11;148.2;6;142.2;1
2024;10;21;12;130.7;3.7;127;1
2024;10;21;13;157.7;3.4;154.3;1
2024;10;21;14;216.9;2.7;214.2;1
2024;10;21;15;292.6;1.1;291.5;1
2024;10;21;16;366.6;0;366.6;1
2024;10;21;17;420.6;-0.1;420.7;1
2024;10;21;18;442;-0.8;442.8;1
2024;10;21;19;429.8;-0.7;430.5;1
2024;10;21;20;387.3;1;386.3;1
2024;10;21;21;320;2.3;317.7;1
2024;10;21;22;244.4;2.7;241.7;1
2024;10;21;23;184;1.5;182.5;1
2024;10;22;0;156.3;-2.1;158.4;1
2024;10;22;1;169.7;-4.3;174;1
2024;10;22;2;217.4;-4.6;222;1
2024;10;22;3;284;-5;289;1
2024;10;22;4;352.5;-5.2;357.7;1
2024;10;22;5;406.2;-4.9;411.1;1
2024;10;22;6;432.5;-5.5;438;1
2024;10;22;7;429.3;-5.9;435.2;1
2024;10;22;8;399.4;-4.7;404.1;1
2024;10;22;9;344.7;-3.9;348.6;1
2024;10;22;10;274.9;-4.1;279;1
2024;10;22;11;209.2;-4.2;213.4;1
2024;10;22;12;166.8;-4.5;171.3;1
2024;10;22;13;157.7;-5.2;162.9;1
2024;10;22;14;181.1;-6.4;187.5;1
2024;10;22;15;228.7;-7.7;236.4;1
2024;10;22;16;287.5;-8.8;296.3;1
2024;10;22;17;343.2;-8.8;352;1
2024;10;22;18;381.8;-8.8;390.6;1
2024;10;22;19;396.3;-8.8;405.1;1
2024;10;22;20;385.3;-8.5;393.8;1
2024;10;22;21;350;-8.2;358.2;1
2024;10;22;22;296.9;-8.2;305.1;1
2024;10;22;23;241;-8;249;1
2024;10;23;0;198.7;-8.8;207.5;1
2024;10;23;1;183.2;-10.2;193.4;1
2024;10;23;2;199;-10.1;209.1;1
2024;10;23;3;238.3;-10.2;248.5;1
2024;10;23;4;289.8;-10.6;300.4;1
2024;10;23;5;341.9;-9.5;351.4;1
2024;10;23;6;381.2;-8.9;390.1;1
2024;10;23;7;399.6;-10;409.6;1
2024;10;23;8;397;-10.2;407.2;1
2024;10;23;9;374.6;-8.6;383.2;1
2024;10;23;10;332.7;-7.7;340.4;1
2024;10;23;11;278.8;-8.2;287;1
2024;10;23;12;228.6;-8;236.6;1
2024;10;23;13;195.2;-8.2;203.4;1
2024;10;23;14;187;-8.3;195.3;1
2024;10;23;15;204.9;-7;211.9;1
2024;10;23;16;240;-6.6;246.6;1
2024;10;23;17;283.1;-6.3;289.4;1
2024;10;23;18;324.2;-5.7;329.9;1
2024;10;23;19;352.7;-7;359.7;1
2024;10;23;20;364.8;-8.4;373.2;1
2024;10;23;21;360.9;-6.8;367.7;1
2024;10;23;22;339.7;-4.1;343.8;1
2024;10;23;23;303.3;-3.3;306.6;1
2024;10;24;0;262.5;-3.5;266;1
2024;10;24;1;230;-4.9;234.9;1
2024;10;24;2;216.9;-5.8;222.7;1
2024;10;24;3;226.2;-6.2;232.4;1
2024;10;24;4;253.5;-6.3;259.8;1
2024;10;24;5;291.6;-5.3;296.9;1
2024;10;24;6;330;-4.6;334.6;1
2024;10;24;7;360;-5.6;365.6;1
2024;10;24;8;376.7;-7.7;384.4;1
2024;10;24;9;379.4;-8.1;387.5;1
2024;10;24;10;366.4;-7.1;373.5;1
2024;10;24;11;336.6;-6.8;343.4;1
2024;10;24;12;296.3;-6.4;302.7;1
2024;10;24;13;256.4;-4.7;261.1;1
2024;10;24;14;227.3;-2.6;229.9;1
2024;10;24;15;215.6;-1.1;216.7;1
2024;10;24;16;221.9;-0.9;222.8;1
2024;10;24;17;243.6;-0.6;244.2;1
2024;10;24;18;274.6;-0.1;274.7;1
2024;10;24;19;307.4;-0.1;307.5;1
2024;10;24;20;335.3;-0.5;335.8;1
2024;10;24;21;350.4;-3.2;353.6;1
2024;10;24;22;353.3;-3.5;356.8;1
2024;10;24;23;343.7;-0.6;344.3;1
2024;10;25;0;318;-0.4;318.4;1
2024;10;25;1;284.5;-1.3;285.8;1
2024;10;25;2;254.2;-2.3;256.5;1
2024;10;25;3;237;-2.8;239.8;1
2024;10;25;4;237.7;-2.4;240.1;1
2024;10;25;5;253.4;-2.7;256.1;1
2024;10;25;6;280.2;-2.7;282.9;1
2024;10;25;7;313;-1.6;314.6;1
2024;10;25;8;343.1;-2.2;345.3;1
2024;10;25;9;365.2;-3.6;368.8;1
2024;10;25;10;375.5;-4.4;379.9;1
2024;10;25;11;370.8;-4.4;375.2;1
2024;10;25;12;349.6;-4.5;354.1;1
2024;10;25;13;315.3;-4.1;319.4;1
2024;10;25;14;275.8;-3.3;279.1;1
2024;10;25;15;241.4;-2.6;244;1
2024;10;25;16;221;-1.9;222.9;1
2024;10;25;17;217.6;-1.9;219.5;1
2024;10;25;18;231.3;-1.4;232.7;1
2024;10;25;19;258.7;0.2;258.5;1
2024;10;25;20;291.6;-0.1;291.7;1
2024;10;25;21;323.6;-1.1;324.7;1
2024;10;25;22;349.4;-0.5;349.9;1
2024;10;25;23;362.6;1.4;361.2;1
2024;10;26;0;359.1;3.5;355.6;1
2024;10;26;1;338.2;4.5;333.7;1
2024;10;26;2;304.8;4.1;300.7;1
2024;10;26;3;270.1;3.9;266.2;1
2024;10;26;4;244.5;3.2;241.3;1
2024;10;26;5;235.6;2.7;232.9;1
2024;10;26;6;244.3;2.4;241.9;1
2024;10;26;7;268.7;3.2;265.5;1
2024;10;26;8;303.7;4.8;298.9;1
2024;10;26;9;340.2;5;335.2;1
2024;10;26;10;369.5;3.2;366.3;1
2024;10;26;11;386.2;1.6;384.6;1
2024;10;26;12;387.8;2.5;385.3;1
2024;10;26;13;371;4.5;366.5;1
2024;10;26;14;337.1;6.8;330.3;1
2024;10;26;15;293.1;8.2;284.9;1
2024;10;26;16;249.2;6.7;242.5;1
2024;10;26;17;218.2;4;214.2;1
2024;10;26;18;208.4;2.4;206;1
2024;10;26;19;219.2;0.9;218.3;1
2024;10;26;20;247.2;-0.5;247.7;1
2024;10;26;21;287.1;-0.7;287.8;1
2024;10;26;22;328.3;-0.7;329;1
2024;10;26;23;360;-1.1;361.1;1
2024;10;27;0;374.6;-1.8;376.4;1
2024;10;27;1;368.9;-1.9;370.8;1
2024;10;27;2;343.7;-1.1;344.8;1
2024;10;27;3;303.8;-0.5;304.3;1
2024;10;27;4;259.3;-1.7;261;1
2024;10;27;5;225.3;-2.9;228.2;1
2024;10;27;6;211.9;-3.3;215.2;1
2024;10;27;7;220.9;-3.4;224.3;1
2024;10;27;8;249.8;-2.7;252.5;1
2024;10;27;9;292;-1.6;293.6;1
2024;10;27;10;337.1;-1.6;338.7;1
2024;10;27;11;374.3;-2.5;376.8;1
2024;10;27;12;394.5;-4;398.5;1
2024;10;27;13;393;-5.2;398.2;1
2024;10;27;14;371;-3.3;374.3;1
